-- insert dos endereços dos canais de denuncia

INSERT INTO `petcare_db`.`Endereco` (id_endereco, cidade, cep, estado, rua, bairro, tipo_endereco) VALUES
(1076, 'Abadia de Goiás', '75345-000', 'Goiás', 'Rua 01, Lote 10', 'Centro', 'LocalDenuncia'),
('cuidado.pet@petcare.com', 'Denúncias sobre clínicas veterinárias e petshops irregulares.', 'Associação Profissional', 'Conselho Regional de Medicina Veterinária GO', '6232500000', 'www.crmvgo.org.br', 1087),
('fiscalizacao.agro@agro.go.br', 'Denúncias em áreas rurais sobre animais de produção.', 'Órgão Rural', 'Agrodefesa GO', '6232013500', 'www.agrodefesa.go.gov.br', 1088),
('emergencia.animal@bombeiros.go.br', 'Resgate de animais em situação de risco (altura, água, etc.).', 'Corpo de Bombeiros', 'Corpo de Bombeiros Militar GO', '193', 'www.bombeiros.go.gov.br', 1089),
('denuncia.cidadao@cidades.go.br', 'Canal geral para denúncias diversas no município.', 'Prefeitura Municipal', 'Prefeitura de Rio Verde - Ouvidoria', '6436028000', 'www.rioverde.go.gov.br', 1090),
('patas.unidas@email.com', 'Apoio a denúncias de tráfico de animais.', 'ONG de Combate ao Tráfico', 'Patas Unidas Contra o Tráfico', '6235671234', 'www.patasunidas.org.br', 1091),
('sos.vida@vidaanimal.org', 'Denúncias de envenenamento e crueldade extrema.', 'Organização de Proteção', 'SOS Vida Animal', '62998765432', 'www.sosvidaanimal.org', 1092),
('fiscalizacao.municipal@anapolis.go.br', 'Fiscalização de estabelecimentos em Anápolis.', 'Prefeitura Municipal', 'Prefeitura de Anápolis - Fiscalização', '6239023000', 'www.anapolis.go.gov.br', 1093),
('meioambiente.go@meioambiente.go.gov.br', 'Denúncias de impacto ambiental em fauna.', 'Secretaria de Meio Ambiente', 'Secretaria de Meio Ambiente e Desenvolvimento Sustentável GO', '6232014000', 'www.semad.go.gov.br', 1094),
('protecao.cidade@luziania.go.br', 'Denúncias de maus-tratos em Luziânia.', 'Prefeitura Municipal', 'Prefeitura de Luziânia - Proteção Animal', '6139063000', 'www.luziania.go.gov.br', 1095),
('contato@ongsgoias.org', 'Plataforma para direcionar denúncias para ONGs locais.', 'Central de ONGs', 'Rede de ONGs Protetoras de GO', '6230987654', 'www.ongsgoias.org', 1096),
('denuncia.online@internet.br', 'Plataforma online para registro de denúncias.', 'Plataforma Digital', 'Denúncia Animal Online', '08005551234', 'www.denunciaonline.com', 1097),
('fiscalizacao.veterinaria@conselho.org', 'Denúncias contra profissionais veterinários.', 'Conselho de Classe', 'CRMV-GO - Ouvidoria', '6232500000', 'www.crmvgo.org.br', 1098),
('animaissilvestres@ibama.br', 'Denúncias de posse ilegal de animais silvestres.', 'Órgão Governamental', 'IBAMA - Fauna Silvestre', '6133161600', 'www.ibama.gov.br', 1099),
('protecaorural@agro.go.br', 'Denúncias de maus-tratos em propriedades rurais.', 'Órgão Rural', 'Agrodefesa GO - Campo Seguro', '6232013500', 'www.agrodefesa.go.gov.br', 1100),
('abrigosecreto@email.net', 'Canal para denúncias de abrigos irregulares.', 'ONG de Fiscalização', 'Fiscalização de Abrigos', '62991234567', 'www.fiscalizacaoabrigos.org', 1101),
('sosbicho@br.com', 'Atendimento rápido para resgates emergenciais.', 'ONG de Resgate', 'SOS Bicho Goiânia', '6230876543', 'www.sosbicho.com.br', 1102),
('fiscalizacao.comercio@goias.gov.br', 'Denúncias de comércio ilegal de animais.', 'Órgão Governamental', 'Secretaria de Segurança Pública GO', '197', 'www.ssp.go.gov.br', 1103),
('animallegal@adv.br', 'Consultoria jurídica gratuita para protetores.', 'Escritório de Advocacia', 'Animal Legal Advogados', '6239901122', 'www.animallegal.adv.br', 1104),
('caesegatos@email.com', 'Denúncias de abandono de cães e gatos.', 'ONG de Proteção', 'Cães e Gatos Sem Lar', '6232223344', 'www.caesegatossem lar.org', 1105),
('passaroslivres@org.br', 'Denúncias de caça e cativeiro ilegal de aves.', 'ONG de Aves', 'Pássaros Livres GO', '6230765432', 'www.passaroslivres.org.br', 1106),
('denuncia.urbana@cidades.go.br', 'Denúncias de animais de rua em condições insalubres.', 'Prefeitura Municipal', 'Prefeitura de Catalão - Meio Ambiente', '6434412000', 'www.catalao.go.gov.br', 1107),
('vidasilvestre@fauna.org', 'Proteção da vida selvagem e denúncias de tráfico.', 'Organização de Conservação', 'Instituto Vida Silvestre GO', '6235432100', 'www.vidasilvestre.org', 1108),
('comunidade.animal@social.go.br', 'Apoio a comunidades com problemas de abandono.', 'ONG Social', 'Comunidade Animal Solidária', '62981230000', 'www.comunidadeanimal.org', 1109),
('adocaoresponsavel@email.br', 'Denúncias sobre adoção irresponsável.', 'ONG de Adoção', 'Adoção Consciente', '6236549876', 'www.adocaoresponsavel.br', 1110),
('animaisnosencontros@eventos.com', 'Denúncias de uso indevido de animais em eventos.', 'Organização de Eventos', 'Eventos Éticos Animal', '6230001111', 'www.eventoseticos.com', 1111),
('fiscalizacao.veterinaria.go@crmv.br', 'Fiscalização de consultórios veterinários.', 'Conselho de Classe', 'CRMV-GO - Fiscalização', '6232500000', 'www.crmvgo.org.br', 1112),
('protecao.cavalo@cavalo.org', 'Denúncias de maus-tratos a equinos.', 'ONG de Equinos', 'Amigos do Cavalo GO', '6230234567', 'www.amigosdocavalo.org', 1113),
('denuncia.online.go@internet.com', 'Plataforma de denúncias para o estado de Goiás.', 'Plataforma Digital', 'Denúncia Goiás Digital', '08007775555', 'www.denunciaonline.com', 1114),
('sospatinhas@resgate.org', 'Plantão para resgate de animais atropelados.', 'ONG de Resgate', 'SOS Patinhas GO', '62999887766', 'www.sospatinhas.org', 1115),
('fiscalizacao.mercado@saude.go.gov.br', 'Denúncias de comércio ilegal de animais em feiras.', 'Órgão de Saúde', 'Vigilância Sanitária GO', '6232016000', 'www.saude.go.gov.br', 1116),
('bichos.nao.sao.brinquedos@ong.com', 'Campanhas e denúncias contra o abandono na infância.', 'ONG de Conscientização', 'Bichos Não São Brinquedos', '6235004455', 'www.bichosnaosaobrinquedos.org', 1117),
('protecao.cidade.itumbiara@itumbiara.go.br', 'Denúncias em Itumbiara.', 'Prefeitura Municipal', 'Prefeitura de Itumbiara - Meio Ambiente', '6434311000', 'www.itumbiara.go.gov.br', 1118),
('vidaselvagem.cerrado@cerrado.org', 'Proteção da fauna e flora do Cerrado.', 'ONG de Conservação', 'Guardiões do Cerrado', '6230456789', 'www.guardioesdocerrado.org', 1119),
('fiscalizacao.rural.go@agrodefesa.br', 'Fiscalização de maus-tratos em fazendas.', 'Órgão Rural', 'Agrodefesa GO - Fiscalização Rural', '6232013500', 'www.agrodefesa.go.gov.br', 1120),
('denuncia.crime.ambiental@gov.br', 'Denúncias de crimes ambientais graves.', 'Órgão Governamental', 'IBAMA - Crimes Ambientais', '0800618080', 'www.ibama.gov.br', 1121),
('sosanimais.cidade@jatai.go.br', 'Denúncias em Jataí.', 'Prefeitura Municipal', 'Prefeitura de Jataí - Proteção Animal', '6436324000', 'www.jatai.go.gov.br', 1122),
('direitosanimais@oab.go.br', 'Apoio jurídico para direitos dos animais.', 'Ordem dos Advogados', 'OAB Goiás - Comissão de Defesa Animal', '6232356500', 'www.oabgo.org.br', 1123),
('patasprotegidas@email.net', 'ONG para casos de negligência e maus-tratos.', 'ONG de Proteção Animal', 'Patinhas Protegidas GO', '6230102030', 'www.patasprotegidas.org', 1124),
('denuncia.online.brasil@denuncia.br', 'Canal nacional de denúncias de maus-tratos.', 'Plataforma Digital', 'Denúncia Animal Brasil', '08000001000', 'www.denunciaanimal.org.br', 1125),
('faleconosco@semad.go.gov.br', 'Canal da Secretaria de Meio Ambiente para denúncias.', 'Secretaria de Meio Ambiente', 'SEMAD GO - Fale Conosco', '6232014000', 'www.semad.go.gov.br', 1126),
('animal.resgate@formosa.go.gov.br', 'Denúncias em Formosa.', 'Prefeitura Municipal', 'Prefeitura de Formosa - Resgate Animal', '6136311000', 'www.formosa.go.gov.br', 1127),
('animaissilvestres.go@fauna.go.gov.br', 'Resgate de fauna silvestre ferida ou em cativeiro.', 'Órgão Governamental', 'SEMA - Animais Silvestres', '6232014000', 'www.semad.go.gov.br', 1128),
('fiscalizacaocidada@valparaiso.go.gov.br', 'Denúncias em Valparaíso de Goiás.', 'Prefeitura Municipal', 'Prefeitura de Valparaíso - Cidadania', '6136279000', 'www.valparaisodegoias.go.gov.br', 1129),
('protecao.aguas@aguas.go.br', 'Denúncias de poluição em rios que afetam animais aquáticos.', 'Órgão Ambiental', 'Agência Goiana de Meio Ambiente', '6232014000', 'www.secima.go.gov.br', 1130),
('sosbicho.carlos@email.com', 'Canal pessoal para denúncias de um protetor independente.', 'Protetor Independente', 'Protetor Carlos', '62982345678', NULL, 1131),
('denuncia.cidadao@caldasnovas.go.br', 'Denúncias em Caldas Novas.', 'Prefeitura Municipal', 'Prefeitura de Caldas Novas - Ouvidoria', '6434538000', 'www.caldasnovas.go.gov.br', 1132),
('saudeanimal@sus.go.br', 'Informações e denúncias sobre saúde pública e animais.', 'Secretaria de Saúde', 'SUS Goiás - Saúde Animal', '136', 'www.saude.go.gov.br', 1133),
('protetores.unidos@ong.net', 'Rede de protetores para apoio em denúncias.', 'Rede de Protetores', 'Protetores Unidos GO', '6230506070', 'www.protetoresunidos.org', 1134),
('animais.na.rua@trindade.go.gov.br', 'Denúncias de animais de rua em Trindade.', 'Prefeitura Municipal', 'Prefeitura de Trindade - Bem-Estar Animal', '6235057000', 'www.trindade.go.gov.br', 1135),
('fiscalizacao.municipal.goiatuba@goiatuba.go.gov.br', 'Denúncias em Goiatuba.', 'Prefeitura Municipal', 'Prefeitura de Goiatuba - Fiscalização', '6434958000', 'www.goiatuba.go.gov.br', 1136),
('animais.abandonados@mineiros.go.gov.br', 'Denúncias em Mineiros.', 'Prefeitura Municipal', 'Prefeitura de Mineiros - Meio Ambiente', '6436611000', 'www.mineiros.go.gov.br', 1137),
('sos.quiri@quirinopolis.go.gov.br', 'Denúncias em Quirinópolis.', 'Prefeitura Municipal', 'Prefeitura de Quirinópolis - Defesa Animal', '6436511000', 'www.quirinopolis.go.gov.br', 1138),
('denuncia.inhumas@inhumas.go.gov.br', 'Denúncias em Inhumas.', 'Prefeitura Municipal', 'Prefeitura de Inhumas - Proteção Animal', '6235141000', 'www.inhumas.go.gov.br', 1139),
('cidadao.itabera@itaberaigo.gov.br', 'Denúncias em Itaberaí.', 'Prefeitura Municipal', 'Prefeitura de Itaberaí - Cidadão', '6233761000', 'www.itaberai.go.gov.br', 1140),
('bemestar.morrinhos@morrinhos.go.gov.br', 'Denúncias em Morrinhos.', 'Prefeitura Municipal', 'Prefeitura de Morrinhos - Bem-Estar Animal', '6434131000', 'www.morrinhos.go.gov.br', 1141),
('animais.montesbelos@slmb.go.gov.br', 'Denúncias em São Luís de Montes Belos.', 'Prefeitura Municipal', 'Prefeitura de SLMB - Proteção Animal', '6436711000', 'www.saoluisdemontesbelos.go.gov.br', 1142),
('denuncia.goianesia@goianesia.go.gov.br', 'Denúncias em Goianésia.', 'Prefeitura Municipal', 'Prefeitura de Goianésia - Meio Ambiente', '6233531000', 'www.goianesia.go.gov.br', 1143),
('protecao.neropolis@neropolis.go.gov.br', 'Denúncias em Nerópolis.', 'Prefeitura Municipal', 'Prefeitura de Nerópolis - Defesa Animal', '6235131000', 'www.neropolis.go.gov.br', 1144),
('resgate.jaragua@jaragua.go.gov.br', 'Denúncias em Jaraguá.', 'Prefeitura Municipal', 'Prefeitura de Jaraguá - Resgate Animal', '6233541000', 'www.jaragua.go.gov.br', 1145),
('historia.animal@cidadedegoias.go.gov.br', 'Denúncias em Cidade de Goiás.', 'Prefeitura Municipal', 'Prefeitura de Cidade de Goiás - Patrimônio Animal', '6233771000', 'www.cidadedegoias.go.gov.br', 1146),
('pirenopolis.animal@pirenopolis.go.gov.br', 'Denúncias em Pirenópolis.', 'Prefeitura Municipal', 'Prefeitura de Pirenópolis - Bem-Estar', '6233311000', 'www.pirenopolis.go.gov.br', 1147),
('alexania.pet@alexania.go.gov.br', 'Denúncias em Alexânia.', 'Prefeitura Municipal', 'Prefeitura de Alexânia - Proteção Animal', '6139066000', 'www.alexania.go.gov.br', 1148),
('canais.denuncia.online@goias.org', 'Plataforma para denúncias em Goiás.', 'ONG', 'Canais de Denúncia GO', '6230998877', 'www.canaisdenuncia.go.org', 1149),
('fauna.goiana@email.com', 'Denúncias de tráfico de animais da fauna goiana.', 'ONG', 'Fauna Goiana Livre', '6236541234', 'www.faunagoianalivre.com', 1150),
('direitos.animais.go@adv.br', 'Assessoria jurídica para casos de maus-tratos.', 'Escritório de Advocacia', 'Direitos Animais GO', '6239991122', 'www.direitosanimaisgo.adv.br', 1151),
('protecao.silvestre.go@ibama.org', 'Denúncias relacionadas a animais silvestres.', 'ONG', 'Proteção Silvestre Goiana', '61987654321', 'www.protecaoslvestrego.org', 1152),
('animais.rural.go@agro.org', 'Denúncias de abusos em fazendas e áreas rurais.', 'ONG', 'Olho no Campo Animal', '62991238765', 'www.holonocampoanimal.org', 1153),
('socorro.animal.go@bombeiros.org', 'Resgate de animais em situações de perigo.', 'ONG de Resgate', 'Socorro Animal GO', '62982347654', 'www.socorroanimalgo.org', 1154),
('denuncia.etica@crmv.go.br', 'Denúncias de ética profissional veterinária.', 'Conselho de Classe', 'CRMV-GO - Ética', '6232500000', 'www.crmvgo.org.br', 1155),
('animais.abandonados.go@abrigo.org', 'Denúncias de abandono em locais específicos.', 'ONG de Abrigo', 'Abrigo Esperança GO', '6230456789', 'www.abrigoesperancago.org', 1156),
('fiscalizacao.zoologico@gov.br', 'Denúncias em zoológicos e criadouros.', 'Órgão Governamental', 'IBAMA - Zoológicos', '6133161600', 'www.ibama.gov.br', 1157),
('resgate.silvestre.go@semad.go.br', 'Resgate e reabilitação de fauna silvestre.', 'Secretaria de Meio Ambiente', 'SEMAD GO - Resgate Silvestre', '6232014000', 'www.semad.go.gov.br', 1158),
('sos.cidades.go@cidades.org', 'Denúncias em diversas cidades de Goiás.', 'Rede de ONGs', 'SOS Cidades Goianas', '6230876543', 'www.soscidadesgoianas.org', 1159),
('bemestar.animal.go@email.com', 'Denúncias gerais de bem-estar animal.', 'ONG', 'Bem-Estar Animal GO', '6232223344', 'www.bemestaranimalgo.com', 1160),
('patas.solidarias@ong.net', 'Apoio a denúncias em áreas de conflito.', 'ONG de Apoio', 'Patinhas Solidárias GO', '6230102030', 'www.patinhassolidarias.org', 1161),
('denuncia.web.go@internet.br', 'Plataforma web para denúncias.', 'Plataforma Digital', 'Denúncia Web Goiana', '08007775555', 'www.denunciawebgo.com', 1162),
('fiscalizacao.ambiental.go@gov.br', 'Denúncias de crimes ambientais.', 'Órgão Governamental', 'Polícia Ambiental GO', '190', 'www.pm.go.gov.br', 1163),
('direitos.animais.justica@justica.go.br', 'Apoio jurídico especializado para animais.', 'Ministério Público', 'Ministério Público de Goiás - Direitos Animais', '6232438000', 'www.mpgo.mp.br', 1164),
('protetores.urbanos.go@email.com', 'Denúncias de maus-tratos em áreas urbanas.', 'ONG', 'Protetores Urbanos GO', '6235671234', 'www.protetoresurbanosgo.com', 1165),
('animais.rodovia@rodovia.go.br', 'Denúncias de animais abandonados em rodovias.', 'Órgão de Trânsito', 'Polícia Rodoviária Estadual GO', '198', 'www.pm.go.gov.br', 1166),
('adocaosegura@ong.org', 'Denúncias de irregularidades em feiras de adoção.', 'ONG de Adoção', 'Adoção Segura GO', '6239998877', 'www.adocaosegurago.org', 1167),
('denuncia.anonima.go@seguranca.go.br', 'Canal para denúncias anônimas de segurança pública.', 'Secretaria de Segurança Pública', 'Disque Denúncia GO', '181', 'www.ssp.go.gov.br', 1168),
('plantao.veterinario@crmv.go.br', 'Denúncias de emergência e má conduta veterinária.', 'Conselho de Classe', 'CRMV-GO - Plantão', '6232500000', 'www.crmvgo.org.br', 1169),
('protecao.especies.go@ibama.br', 'Denúncias sobre espécies ameaçadas de extinção.', 'Órgão Governamental', 'IBAMA - Espécies Ameaçadas', '6133161600', 'www.ibama.gov.br', 1170),
('sos.bicho.urbano@email.net', 'Resgate de animais em situação de risco em cidades.', 'ONG de Resgate', 'SOS Bicho Urbano GO', '62998765432', 'www.sosbichourbanogo.org', 1171),
('fiscalizacao.eventos@turismo.go.gov.br', 'Denúncias de uso indevido de animais em eventos turísticos.', 'Secretaria de Turismo', 'Goiás Turismo - Fiscalização', '6232018000', 'www.goiasturismo.go.gov.br', 1172),
('animais.parque.go@parques.go.br', 'Denúncias em parques e áreas de preservação.', 'Órgão Governamental', 'AGETOP - Parques e Jardins GO', '6232017000', 'www.agetop.go.gov.br', 1173),
('denuncia.virtual@internet.com', 'Ponto de contato para denúncias virtuais de maus-tratos.', 'Plataforma Digital', 'Ciberativismo Animal GO', '08005551234', 'www.ciberativismoanimalgo.com', 1174),
('protetores.independentes@ong.org', 'Canal para protetores independentes reportarem casos.', 'Rede de Protetores', 'Protetores Independentes Rede GO', '6236549876', 'www.protetoresindependentesgo.org', 1175),
('patas.sem.lar@abrigo.com', 'Denúncias sobre animais sem lar em abrigos clandestinos.', 'ONG de Abrigo', 'Patas Sem Lar GO', '6232223344', 'www.patassemalargo.com', 1176),
('fiscalizacao.pecuaria@agrodefesa.go.br', 'Denúncias de maus-tratos na pecuária.', 'Órgão Rural', 'Agrodefesa GO - Pecuária', '6232013500', 'www.agrodefesa.go.gov.br', 1177),
('saude.animal.go@saude.gov.br', 'Denúncias de surtos de doenças em animais.', 'Secretaria de Saúde', 'Secretaria Estadual de Saúde de GO - Zoonoses', '6232016000', 'www.saude.go.gov.br', 1178),
('denuncia.bicho@email.br', 'Canal rápido para denúncias de emergência animal.', 'ONG', 'Denúncia Bicho GO', '62991230000', 'www.denunciabichogo.br', 1179),
('comunidade.consciente@ong.org', 'Programas de conscientização e denúncias.', 'ONG Educacional', 'Comunidade Consciente Animal', '6230456789', 'www.comunidadeconscienteanimal.org', 1180),
('resgate.aquatico@bombeiros.go.br', 'Resgate de animais em situações de afogamento.', 'Corpo de Bombeiros', 'Corpo de Bombeiros Militar GO - Aquático', '193', 'www.bombeiros.go.gov.br', 1181),
('denuncia.meio.ambiente.go@semad.go.gov.br', 'Denúncias de poluição que afeta animais.', 'Secretaria de Meio Ambiente', 'SEMAD GO - Meio Ambiente', '6232014000', 'www.semad.go.gov.br', 1182),
('fiscalizacao.caca@pm.go.gov.br', 'Denúncias de caça ilegal.', 'Polícia Militar Ambiental', 'Polícia Militar Ambiental GO - Caça', '190', 'www.pm.go.gov.br', 1183),
('animal.violencia@policia.go.br', 'Denúncias de violência extrema contra animais.', 'Delegacia Especializada', 'Delegacia de Proteção Animal GO', '6232012000', 'www.policiacivil.go.gov.br', 1184),
('direitos.animais.mp@mpgo.mp.br', 'Apoio do Ministério Público em casos de direitos animais.', 'Ministério Público', 'MPGO - Direitos Animais', '6232438000', 'www.mpgo.mp.br', 1185),
('animal.desaparecido@email.com', 'Canal para denúncias de animais desaparecidos com indícios de furto.', 'ONG', 'Animal Desaparecido Alerta', '62987654321', 'www.animaldesaparecidoalerta.com', 1186),
('sos.resgate.go@ong.org', 'Central de resgate para animais em situação de risco.', 'ONG', 'SOS Resgate Animal GO', '6230987654', 'www.sosresgateanimalgo.org', 1187),
('fiscalizacao.rural.animal@agro.go.gov.br', 'Denúncias em propriedades rurais.', 'Órgão Rural', 'Agrodefesa GO - Fiscalização Rural', '6232013500', 'www.agrodefesa.go.gov.br', 1188),
('denuncia.municipal.goiania@goiania.go.gov.br', 'Denúncias específicas de Goiânia.', 'Prefeitura Municipal', 'Prefeitura de Goiânia - Denúncias', '156', 'www.goiania.go.gov.br', 1189),
('pet.seguro@petcare.com', 'Denúncias sobre negligência em petshops e hotéis.', 'Associação Profissional', 'Conselho Regional de Medicina Veterinária GO', '6232500000', 'www.crmvgo.org.br', 1190),
('protecao.fauna@ibama.br', 'Denúncias de crimes contra a fauna.', 'Órgão Governamental', 'IBAMA - Proteção da Fauna', '6133161600', 'www.ibama.gov.br', 1191),
('animais.silvestres.resgate@semad.go.gov.br', 'Resgate de animais silvestres.', 'Secretaria de Meio Ambiente', 'SEMAD GO - Resgate Silvestre', '6232014000', 'www.semad.go.gov.br', 1192),
('fiscalizacao.ambientals.go@semad.go.gov.br', 'Fiscalização ambiental geral.', 'Secretaria de Meio Ambiente', 'SEMAD GO - Fiscalização', '6232014000', 'www.semad.go.gov.br', 1193),
('denuncia.policia.ambiental@pm.go.gov.br', 'Denúncias para a polícia ambiental.', 'Polícia Militar Ambiental', 'Polícia Ambiental GO', '190', 'www.pm.go.gov.br', 1194),
('linha.direta.animal@email.net', 'Canal direto para denúncias urgentes.', 'ONG', 'Linha Direta Animal GO', '62991234567', 'www.linhadiretaanimalgo.org', 1195),
('protecao.marinha@gov.br', 'Denúncias de crimes contra animais marinhos.', 'Órgão Governamental', 'IBAMA - Proteção Marinha', '6133161600', 'www.ibama.gov.br', 1196),
('sos.rural@agrodefesa.go.br', 'Denúncias de maus-tratos em áreas rurais.', 'Órgão Rural', 'Agrodefesa GO - SOS Rural', '6232013500', 'www.agrodefesa.go.gov.br', 1197),
('denuncia.digital.go@internet.com', 'Canal digital para denúncias.', 'Plataforma Digital', 'Denúncia Digital Animal GO', '08007775555', 'www.denunciadigitalgo.com', 1198),
('animais.protegidos@ong.org', 'ONG de proteção para animais em situação de risco.', 'ONG', 'Animais Protegidos GO', '6236549876', 'www.animaisprotegidosgo.org', 1199),
('fiscalizacao.municipal.anapolis@anapolis.go.gov.br', 'Fiscalização de estabelecimentos em Anápolis.', 'Prefeitura Municipal', 'Prefeitura de Anápolis - Fiscalização Animal', '6239023000', 'www.anapolis.go.gov.br', 1200),
('vida.animal.segura@email.com', 'ONG focada em segurança e bem-estar animal.', 'ONG', 'Vida Animal Segura GO', '6232223344', 'www.vidaanimalsegurago.com', 1201),
('protecao.ambiental.go@semad.go.gov.br', 'Denúncias de crimes ambientais em Goiás.', 'Secretaria de Meio Ambiente', 'SEMAD GO - Proteção Ambiental', '6232014000', 'www.semad.go.gov.br', 1202),
('animais.comunidade@goiania.go.gov.br', 'Apoio a animais em comunidades carentes de Goiânia.', 'Prefeitura Municipal', 'Prefeitura de Goiânia - Comunidade Animal', '156', 'www.goiania.go.gov.br', 1203),
('sos.bicho.rural@agro.org', 'Resgate de animais em áreas rurais.', 'ONG', 'SOS Bicho Rural GO', '62982347654', 'www.sosbichoruralgo.org', 1204),
('denuncia.crime.animal@policia.go.br', 'Denúncias de crimes de crueldade contra animais.', 'Delegacia Especializada', 'Delegacia de Proteção Animal GO', '6232012000', 'www.policiacivil.go.gov.br', 1205),
('atendimento.veterinario.go@crmv.go.br', 'Denúncias de má conduta veterinária.', 'Conselho de Classe', 'CRMV-GO - Atendimento', '6232500000', 'www.crmvgo.org.br', 1206),
('meio.ambiente.salvo@ibama.gov.br', 'Denúncias para proteção do meio ambiente e fauna.', 'Órgão Governamental', 'IBAMA - Meio Ambiente Salvo', '6133161600', 'www.ibama.gov.br', 1207),
('protecao.fauna.silvestre@semad.go.gov.br', 'Proteção da fauna silvestre goiana.', 'Secretaria de Meio Ambiente', 'SEMAD GO - Fauna Silvestre', '6232014000', 'www.semad.go.gov.br', 1208),
('fiscalizacao.rural.municipal@cidades.go.gov.br', 'Fiscalização de propriedades rurais por prefeituras.', 'Prefeitura Municipal', 'Prefeitura de Aparecida de Goiânia - Rural', '6235455800', 'www.aparecida.go.gov.br', 1209),
('denuncia.qualidade.vida@email.com', 'Denúncias que afetam a qualidade de vida animal.', 'ONG', 'Qualidade de Vida Animal GO', '6230998877', 'www.qualidadedevidaanimalgo.com', 1210),
('animais.resgatados@ong.org', 'ONG de resgate e reabilitação de animais.', 'ONG', 'Resgate Animal Total GO', '6236541234', 'www.resgateanimaltotalgo.org', 1211),
('sos.bichos.go@bombeiros.go.br', 'Resgate de animais em situações de emergência.', 'Corpo de Bombeiros', 'Corpo de Bombeiros Militar GO - Animais', '193', 'www.bombeiros.go.gov.br', 1212),
('linha.verde.ambiental@pm.go.gov.br', 'Canal direto para denúncias ambientais.', 'Polícia Militar Ambiental', 'Linha Verde Ambiental GO', '190', 'www.pm.go.gov.br', 1213),
('defesa.animal.mp@mpgo.mp.br', 'Defesa dos direitos animais pelo Ministério Público.', 'Ministério Público', 'MPGO - Defesa Animal', '6232438000', 'www.mpgo.mp.br', 1214),
('animais.rodoviarias@policia.go.br', 'Denúncias de animais em rodovias.', 'Polícia Rodoviária Estadual', 'PRE GO - Animais', '198', 'www.pm.go.gov.br', 1215),
('adocao.consciente.go@adocao.org', 'Denúncias sobre adoção e tráfico de animais.', 'ONG de Adoção', 'Adoção Consciente GO', '6239998877', 'www.adocaoconscientego.org', 1216),
('denuncia.etica.veterinaria@crmv.go.br', 'Denúncias de ética em clínicas veterinárias.', 'Conselho de Classe', 'CRMV-GO - Ética Veterinária', '6232500000', 'www.crmvgo.org.br', 1217),
('protecao.ambiental.federal@ibama.gov.br', 'Denúncias de impacto ambiental em nível federal.', 'Órgão Governamental', 'IBAMA - Proteção Ambiental', '6133161600', 'www.ibama.gov.br', 1218),
('sos.fauna.goiana@email.net', 'Resgate e proteção da fauna goiana.', 'ONG', 'SOS Fauna Goiana', '62998765432', 'www.sosfaunagoiana.org', 1219),
('fiscalizacao.municipal.rio.verde@rioverde.go.gov.br', 'Fiscalização em Rio Verde.', 'Prefeitura Municipal', 'Prefeitura de Rio Verde - Fiscalização Animal', '6436028000', 'www.rioverde.go.gov.br', 1220),
('vida.livre.animal@ong.org', 'ONG focada na liberdade animal.', 'ONG', 'Vida Livre Animal GO', '6230876543', 'www.vidalivreanimalgo.org', 1221),
('canais.denuncia.go@email.com', 'Canal central de denúncias para o estado.', 'Plataforma Digital', 'Canais de Denúncia Goiás', '08007212345', 'www.canaisdenuncia.go.com', 1222),
('protecao.vida.silvestre@semad.go.gov.br', 'Proteção da vida selvagem e denúncias.', 'Secretaria de Meio Ambiente', 'SEMAD GO - Vida Silvestre', '6232014000', 'www.semad.go.gov.br', 1223),
('denuncia.bicho.solto@cidades.go.gov.br', 'Denúncias de animais soltos em vias públicas.', 'Prefeitura Municipal', 'Prefeitura de Anápolis - Animais Soltos', '6239023000', 'www.anapolis.go.gov.br', 1224),
('adocao.animal.go@ong.org', 'ONG de adoção e denúncias de maus-tratos.', 'ONG de Adoção', 'Adoção Animal GO', '6235004455', 'www.adocaoanimalgo.org', 1225),
('fiscalizacao.criacao@agrodefesa.go.br', 'Fiscalização de criadouros de animais.', 'Órgão Rural', 'Agrodefesa GO - Criadouros', '6232013500', 'www.agrodefesa.go.gov.br', 1226),
('saude.publica.animal@saude.go.gov.br', 'Denúncias relacionadas à saúde pública animal.', 'Secretaria de Saúde', 'Secretaria Estadual de Saúde de GO - Saúde Pública Animal', '6232016000', 'www.saude.go.gov.br', 1227),
('denuncia.caca.ilegal@pm.go.gov.br', 'Denúncias de caça ilegal de animais.', 'Polícia Militar Ambiental', 'Polícia Militar Ambiental GO - Caça Ilegal', '190', 'www.pm.go.gov.br', 1228),
('direitos.animais.br@mpgo.mp.br', 'Defesa dos direitos animais em nível estadual.', 'Ministério Público', 'MPGO - Direitos Animais GO', '6232438000', 'www.mpgo.mp.br', 1229),
('bicho.resgatado@email.com', 'Canal para denúncias de animais resgatados ilegalmente.', 'ONG', 'Bicho Resgatado GO', '62987654321', 'www.bichoresgatadogo.com', 1230),
('canais.denuncia.regional@ong.org', 'Canais de denúncia em diversas regiões de Goiás.', 'Rede de ONGs', 'Canais de Denúncia Regional GO', '6230987654', 'www.canaisdenunciaregionalgo.org', 1231),
